year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,6,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",172,76,35.89,1.28,23.74,0,15.09,4,1,5733,2791,412,1194,0,1336
2022,6,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",60,26,13.86,0,4.59,0,7.55,3,0,2671,1557,0,204,0,910
2022,6,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",117,38,20.7,1.17,8.25,0,7.88,4,1,2575,1402,74,315,0,784
2022,6,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",538,185,63.88,7.91,78.67,0.46,34.08,27,4,14105,4825,821,5957,38,2464
2022,6,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1384,454,181.14,10.63,108.48,2.63,151.11,57,13,38167,16224,1488,7035,105,13315
2022,6,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",417,142,53.88,7.84,48.91,0.29,31.07,16,6,9769,4174,642,2217,5,2731
2022,6,B6,JetBlue Airways,HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",30,16,11.63,0,0.68,0,3.69,2,0,804,543,0,16,0,245
2022,6,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",60,20,11.71,1,3.85,0,3.45,1,0,1487,799,330,211,0,147
2022,6,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",274,106,60.82,2.1,18.42,1,23.66,13,2,8647,5468,126,1302,49,1702
2022,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3884,1392,461.13,29.74,389.16,5.9,506.07,156,10,140536,48046,5001,34424,197,52868
2022,6,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",239,84,43.6,3.31,20.11,0.15,16.83,2,0,6753,3347,184,1573,3,1646
2022,6,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",784,213,100.49,3.44,56.55,0.76,51.77,3,3,15594,7174,489,2747,21,5163
2022,6,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",1102,430,123.53,13.83,181.58,0,111.06,70,16,35097,8221,1370,14114,0,11392
2022,6,B6,JetBlue Airways,MCI,"Kansas City, MO: Kansas City International",60,15,8.55,0,4,0,2.45,1,0,976,439,0,203,0,334
2022,6,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1264,495,186.34,16.15,127.82,0,164.68,34,8,43519,16719,2375,8592,0,15833
2022,6,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",203,75,38.06,1.43,20.08,0,15.43,8,0,6288,3271,116,1396,0,1505
2022,6,B6,JetBlue Airways,MKE,"Milwaukee, WI: General Mitchell International",60,8,4.8,0,0.69,0,2.51,1,1,536,244,0,55,0,237
2022,6,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",90,45,23.83,1.87,9.91,0,9.39,5,0,3319,2077,91,393,0,758
2022,6,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",162,60,35.49,0.29,13.74,0,10.48,7,2,3769,2232,17,701,0,819
2022,6,B6,JetBlue Airways,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",76,22,15.47,0.56,1.96,0,4.01,2,1,1600,1042,128,118,0,312
2022,6,B6,JetBlue Airways,ONT,"Ontario, CA: Ontario International",30,12,6.97,0,3.9,0,1.13,0,0,345,191,0,133,0,21
2022,6,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",90,25,14.18,1,6.18,0,3.64,3,1,3166,1957,227,433,0,549
2022,6,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",90,25,16.83,0.59,2.29,0,5.29,6,0,1448,985,17,67,0,379
2022,6,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",466,150,59.24,6.78,47.95,2.74,33.28,32,2,14536,6666,958,3279,66,3567
2022,6,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",52,28,16.7,0.33,7.34,0,3.63,0,1,2340,1390,50,638,0,262
2022,6,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",128,32,14.12,1.63,6.92,0,9.33,2,0,2580,1187,85,373,0,935
2022,6,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",112,52,26.67,0,13.47,0,11.86,3,0,4686,1978,0,1514,0,1194
2022,6,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",106,22,11.55,0.79,5.65,0,4.01,5,0,2036,818,22,574,0,622
2022,6,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",60,23,12.77,4,0.76,0,5.48,2,2,2021,1182,317,131,0,391
2022,6,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",51,21,9.43,0.76,7.11,0,3.7,2,0,1514,711,109,471,0,223
2022,6,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",52,15,9.14,0,1.48,0,4.37,3,1,1004,404,0,34,0,566
2022,6,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",218,80,43.81,1.62,15.31,0,19.27,11,0,5664,2828,185,1094,0,1557
2022,6,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",158,48,22.52,2.35,9.56,0,13.57,5,0,4142,2026,547,337,0,1232
2022,6,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",43,18,12.6,0.87,2.62,0,1.91,0,2,1340,967,73,98,0,202
2022,6,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",90,39,25.52,1,3.3,0,9.18,6,0,2389,1404,40,89,0,856
2022,6,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",278,86,35.62,4.18,26.7,2.51,17,11,5,7057,3236,464,1467,103,1787
2022,6,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",149,38,18.97,2.58,15.94,0.34,0.16,4,0,1901,832,295,741,23,10
2022,6,B6,JetBlue Airways,SAT,"San Antonio, TX: San Antonio International",60,17,9.75,0,2.31,0,4.94,1,0,1852,1144,0,123,0,585
2022,6,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",148,53,24.5,0.76,15.91,0,11.83,9,1,4198,1900,133,996,0,1169
2022,6,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",79,28,10.95,1.16,12.85,0,3.03,1,0,1843,909,160,504,0,270
2022,6,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",394,77,44.99,2.03,24.49,0,5.49,0,0,5612,3832,224,1101,0,455
2022,6,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",29,8,2.67,0,3.74,0,1.59,2,1,525,178,0,135,0,212
2022,6,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",714,297,165.86,8.8,55.08,2.38,64.87,17,0,22415,13162,726,2688,77,5762
2022,6,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",190,46,28.16,1.91,7.85,0,8.08,2,0,3392,1665,271,334,0,1122
2022,6,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",56,23,8.31,0.81,5.46,0,8.42,2,3,1613,443,156,357,0,657
2022,6,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",60,42,19.7,0,14.8,0,7.5,6,1,2937,1378,0,1000,0,559
2022,6,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",76,11,7.13,0,2.84,0,1.02,3,0,773,652,0,92,0,29
2022,6,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",68,31,20.09,0,0.66,0,10.24,4,1,2068,1314,0,23,0,731
2022,6,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",357,128,58.05,3.2,36.21,0,30.54,8,2,9629,4633,380,2085,0,2531
2022,6,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",90,9,5.2,0,2.53,0,1.28,1,0,267,169,0,69,0,29
2022,6,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",90,28,19.14,0,2.14,0,6.72,4,0,1483,1044,0,241,0,198
2022,6,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",317,46,30.36,0.79,4.64,0,10.21,6,0,2756,2131,116,122,0,387
2022,6,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17780,2878,1076,108.55,554.49,0.98,1137.99,569,39,228942,111079,9859,29330,116,78558
2022,6,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",30,2,1,0,1,0,0,0,0,75,30,0,45,0,0
2022,6,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",861,188,89.32,5.95,47.49,0,45.24,35,4,14510,7142,605,2864,0,3899
2022,6,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",152,20,9.47,1.08,2.7,0,6.75,0,1,1359,999,31,82,0,247
2022,6,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",337,78,61.91,2.96,4.95,0,8.18,17,0,4272,3556,141,219,0,356
2022,6,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",220,42,30.14,3.17,3.42,0,5.27,17,1,2224,1532,210,164,0,318
2022,6,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",60,6,3.19,0,0.51,0,2.3,0,0,293,112,0,12,0,169
2022,6,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,6,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",644,113,63.27,7.88,16.08,0,25.78,28,0,5897,3361,345,613,0,1578
2022,6,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",177,38,23.17,1,0.64,0,13.19,5,0,2881,2264,17,29,0,571
2022,6,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1961,534,207.19,23.96,155.45,0.47,146.93,78,5,39395,17277,1115,9223,31,11749
2022,6,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",107,17,10.23,0.17,1.57,0,5.04,0,0,1050,652,18,51,0,329
2022,6,DL,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",41,7,4.27,0,0,0,2.73,0,0,421,267,0,0,0,154
2022,6,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",216,41,25.99,1,3.71,0,10.3,4,0,2285,1450,36,133,0,666
2022,6,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",443,76,51.24,2.36,14.71,0,7.69,36,0,4022,2805,135,808,0,274
2022,6,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",132,34,21.65,1,6.98,0,4.36,2,0,1946,1598,17,146,0,185
2022,6,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",199,37,24.26,1.06,4.69,0,6.99,4,0,1921,1211,24,215,0,471
2022,6,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",125,19,8.5,0.46,3.5,0,6.54,1,0,2350,1364,70,160,0,756
2022,6,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",310,77,48.62,4.26,12.46,0,11.66,8,1,3970,2701,205,437,0,627
2022,6,DL,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",30,5,4.43,0,0.12,0,0.45,0,0,280,238,0,8,0,34
2022,6,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",202,57,35.3,1.08,5.25,0,15.37,7,0,3024,1946,73,266,0,739
2022,6,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",468,50,25.8,2.46,9.4,0,12.34,6,1,3212,1817,191,538,0,666
2022,6,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",174,37,27.79,2,4.46,0,2.76,17,0,1692,1048,228,262,0,154
2022,6,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",570,131,65.86,3.89,20.05,0,41.2,26,1,15189,9961,225,1044,0,3959
2022,6,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",105,28,22.67,1.27,2.56,0,1.5,6,1,1218,873,95,136,0,114
2022,6,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",146,15,4.28,1,6.23,0,3.49,0,1,449,105,64,208,0,72
2022,6,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",111,17,10.99,0.76,2.27,0,2.98,0,0,1258,972,56,80,0,150
2022,6,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",684,170,86.29,6.04,41.97,0,35.7,33,2,15417,8527,1249,3710,0,1931
2022,6,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",881,191,105.64,4.73,52.42,0,28.21,39,4,11080,7152,303,1852,0,1773
2022,6,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",913,161,78.54,7.21,33.79,0,41.46,43,3,11377,5861,675,1807,0,3034
2022,6,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",89,11,3.18,2.23,1.62,0,3.97,0,0,697,201,139,94,0,263
2022,6,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4875,660,280.36,13.8,108.52,0,257.32,169,5,52820,28075,1129,6062,0,17554
2022,6,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",207,26,11.05,4.4,5.16,0,5.4,0,1,1594,878,239,222,0,255
2022,6,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",60,11,6.14,0,1.47,0,3.39,3,0,445,303,0,56,0,86
2022,6,DL,Delta Air Lines Inc.,EVV,"Evansville, IN: Evansville Regional",26,2,0,0.12,1,0,0.88,0,0,67,0,4,33,0,30
2022,6,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",484,109,47.54,2.52,49.4,0,9.54,44,1,8962,3373,149,4842,0,598
2022,6,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",148,23,12.2,0.27,10.17,0,0.36,9,1,1154,761,21,362,0,10
2022,6,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",90,19,13.13,0,5.19,0,0.67,2,0,1747,1586,0,139,0,22
2022,6,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",30,4,1.19,0.51,0.49,0,1.81,1,0,136,20,25,24,0,67
2022,6,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",28,1,0,0,1,0,0,0,0,77,0,0,77,0,0
2022,6,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",56,16,11.11,0.93,0.02,0,3.95,1,0,675,479,62,2,0,132
2022,6,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",891,263,130.58,6.56,72.75,0,53.11,42,6,18700,10264,1270,3839,0,3327
2022,6,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",61,17,8.73,0.49,4.81,0,2.97,1,0,933,720,24,117,0,72
2022,6,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",212,44,28.96,1,4.77,0,9.27,8,0,2923,2052,74,139,0,658
2022,6,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",139,14,4.59,2,3,0,4.41,0,0,530,137,66,193,0,134
2022,6,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",82,15,8.22,1,1.85,0,3.93,3,0,611,308,34,73,0,196
2022,6,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",29,8,2.13,0.3,2.02,0,3.56,0,0,367,144,23,39,0,161
2022,6,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",258,44,32.91,1,2.67,0,7.42,5,0,3072,2331,110,102,0,529
2022,6,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",201,24,15.74,2,3.49,0,2.77,7,0,1063,666,79,111,0,207
2022,6,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",201,27,17.87,2,2.74,0,4.39,4,0,2120,1732,108,92,0,188
2022,6,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",215,51,27.61,0,10.68,0,12.7,1,3,3099,1880,0,388,0,831
2022,6,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",89,20,15.63,1,0.58,0,2.79,0,0,1372,1128,31,38,0,175
2022,6,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",56,7,2.83,0,1.73,0,2.45,0,0,332,122,0,76,0,134
2022,6,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",173,30,20.63,0.24,3.1,0,6.04,0,0,1452,941,8,92,0,411
2022,6,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",223,36,19.45,3.64,6.83,0,6.08,15,1,2706,1438,260,651,0,357
2022,6,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",577,113,62.76,4.72,15.5,1,29.01,17,2,7275,3634,397,884,37,2323
2022,6,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",89,4,0.98,0.97,2.05,0,0,0,0,131,62,30,39,0,0
2022,6,DL,Delta Air Lines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",59,15,8.49,0.14,0.74,0,5.63,1,0,1549,504,6,27,0,1012
2022,6,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",25,2,1.67,0,0,0,0.33,0,0,234,229,0,0,0,5
2022,6,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",274,63,37.85,5.15,4.61,0,15.39,7,0,3508,2064,305,206,0,933
2022,6,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,6,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",167,15,7.52,1.07,3.12,0,3.29,0,1,1054,626,129,129,0,170
2022,6,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",473,107,63.03,8.54,17.28,0,18.14,13,1,7229,4230,870,983,0,1146
2022,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2283,633,176.44,17.2,267.76,2.49,169.11,183,7,59032,23075,1691,16879,264,17123
2022,6,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",25,2,0.47,0,0.22,0,1.31,1,0,47,7,0,7,0,33
2022,6,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",52,8,1.54,0,0.51,0,5.95,0,0,363,39,0,19,0,305
2022,6,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1247,220,130.61,4.75,39.95,1.78,42.91,38,0,13254,8662,241,1605,89,2657
2022,6,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2855,604,302.15,16.86,140.37,1,143.62,104,3,39156,22502,1213,5618,55,9768
2022,6,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",120,16,7.77,1.3,3.17,0,3.76,2,0,838,495,27,133,0,183
2022,6,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2174,486,143.38,21.74,200.05,0,120.83,209,28,45812,12682,2336,19068,0,11726
2022,6,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",51,10,5.61,0,2.68,0,1.71,1,0,508,428,0,44,0,36
2022,6,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",173,42,25.44,3.53,5.06,0,7.98,3,0,2762,1694,300,188,0,580
2022,6,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",472,87,54.28,3.56,11.49,0.96,16.71,19,2,4951,3020,287,516,51,1077
2022,6,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1590,473,191.07,11.81,150.66,1,118.45,58,9,34321,15036,1134,9324,43,8784
2022,6,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",85,7,2.46,0,2.86,0,1.68,0,0,285,73,0,152,0,60
2022,6,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",88,23,14.7,1.31,0.38,0,6.62,5,0,1061,680,90,21,0,270
2022,6,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",294,72,48.81,2.93,4.67,0,15.59,10,0,4114,3007,140,168,0,799
2022,6,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",701,214,82.37,5.04,76.49,1,49.1,57,10,14648,5848,485,3855,33,4427
2022,6,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",294,56,34.91,3.52,4.9,0,12.67,7,1,3789,2606,138,195,0,850
2022,6,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",95,8,4.29,1.02,1.9,0,0.79,0,1,958,786,31,110,0,31
2022,6,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",34,4,1.08,1,1,0,0.92,1,0,203,89,24,21,0,69
2022,6,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",171,25,13.47,1.9,2.5,0,7.13,2,1,1367,934,41,59,0,333
2022,6,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",30,6,4,0,0,0,2,0,0,229,138,0,0,0,91
2022,6,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4903,682,297,28.62,105.99,0,250.4,120,3,50034,24203,2512,4885,0,18434
2022,6,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",521,104,51.02,7.93,16.93,0,28.13,15,1,8209,4830,381,904,0,2094
2022,6,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",182,19,13.44,0.15,1.09,0,4.32,5,0,962,735,13,59,0,155
2022,6,DL,Delta Air Lines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",26,4,1.77,0,0.08,0,2.14,0,0,238,115,0,5,0,118
2022,6,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",67,8,6.09,0,0.1,0,1.81,4,0,355,298,0,2,0,55
2022,6,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",86,10,4.09,0,3.88,0,2.03,1,0,458,269,0,86,0,103
2022,6,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",145,26,13.75,2.21,1.86,1,7.18,2,0,2909,2177,134,99,37,462
2022,6,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",139,22,11.4,3.07,0.47,0,7.06,5,0,1123,553,217,37,0,316
2022,6,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",120,26,15.78,2.68,2.36,0,5.18,8,0,1138,667,208,83,0,180
2022,6,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",843,138,73.82,5.09,33.61,0,25.48,34,1,9947,5637,446,2007,0,1857
2022,6,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",231,63,39.42,5.15,10.79,0,7.64,3,0,4175,2936,503,387,0,349
2022,6,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",537,126,59.62,3.49,46.66,0,16.24,41,2,8709,4782,456,2084,0,1387
2022,6,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",621,132,68.77,5.19,24.28,0,33.75,25,0,7297,3658,455,844,0,2340
2022,6,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",393,67,46.59,0.93,9.43,0,10.06,23,0,3723,2626,34,341,0,722
2022,6,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",790,170,90.74,4.6,27.98,0,46.69,31,3,10053,5287,262,1208,0,3296
2022,6,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",164,42,24.22,2.25,10.26,0,5.27,9,1,2677,1570,155,468,0,484
2022,6,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",214,54,36.65,2.56,4.89,0,9.91,10,0,3225,2372,100,271,0,482
2022,6,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",111,30,18.51,2,2.08,0,7.41,3,0,1381,977,77,38,0,289
2022,6,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",139,22,10.07,1,5.38,0,5.55,2,2,1286,753,17,260,0,256
2022,6,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",957,218,107.59,7.79,33.97,0.81,67.84,36,3,13531,6206,603,2023,52,4647
2022,6,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",182,35,22.99,1.72,4.87,1,4.42,10,1,2147,1615,58,186,51,237
2022,6,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",33,5,1.8,0,2.2,0,1,3,0,221,144,0,53,0,24
2022,6,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",36,7,3.21,0,1,0,2.79,1,0,315,129,0,46,0,140
2022,6,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",88,24,15.82,0.05,1.16,0,6.97,3,0,1765,1164,4,48,0,549
2022,6,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",550,118,59.86,3.38,34.46,0,20.29,16,3,7901,3634,525,2121,0,1621
2022,6,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",702,145,82.16,4.78,32.45,0,25.61,26,0,9090,6054,305,964,0,1767
2022,6,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",420,83,47.21,3.07,9.73,0,23,10,1,6271,4095,99,442,0,1635
2022,6,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",273,63,39.4,3.15,13.2,0,7.25,12,2,2959,2009,111,457,0,382
2022,6,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",205,31,18.83,3.22,4.18,0,4.77,5,0,1412,712,123,116,0,461
2022,6,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2476,448,217.13,10.43,89.44,0,130.99,131,5,35998,21612,701,3539,0,10146
2022,6,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",905,171,82.41,6.64,29.67,0,52.28,43,2,13333,7614,602,1421,0,3696
